title,price,link
"Aspire Lite 13th Gen Intel Core i5-1334U, Office 2024 + M365 Basic, 16 GB RAM/512GB SSD, Full HD, 15.6""/39.62 cm, Win 11 Home, Backlit KB, Steel Gray, 1.59 KG, AL15-53, Metal Body, Thin & Light Laptop","59,990",https://www.amazon.in/Acer-i5-1334U-39-62cm-AL15-53-Keyboard/dp/B0DPXBBPB7/ref=sr_1_38?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw&dib_tag=se&keywords=laptop&qid=1784212533&sprefix=lapt%2Caps%2C337&sr=8-38
"Acer Smartchoice Aspire One, AMD Ryzen 5-40, 8GB LPDDR5 RAM/ 256GB SSD, 14.0""/35.56cm WXGA Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop","44,990",https://www.amazon.in/Acer-Smartchoice-35-56cm-Display-A114-43/dp/B0H45YFPJT/ref=sr_1_39?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw&dib_tag=se&keywords=laptop&qid=1784212533&sprefix=lapt%2Caps%2C337&sr=8-39
"Lenovo V14 Intel Core i5 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office 2024/Iron Grey/1.43 kg), 83A0A0PTIN","63,300",https://www.amazon.in/Lenovo-1920x1080-Antiglare-Windows-83A0A0PTIN/dp/B0FNS3DM56/ref=sr_1_40?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw&dib_tag=se&keywords=laptop&qid=1784212533&sprefix=lapt%2Caps%2C337&sr=8-40
"HP 15, AMD Ryzen 7 5825U, 16GB DDR4, 512GB SSD, 15.6-inch(39.6cm) Anti-Glare, FHD, Radeon Graphics, Backlit KB, 1080p HD cam (Win11, M365 Basic(1yr)*,Office Home24, Silver, 1.69kg) fc0533AU","59,990",https://www.amazon.in/HP-15-6-inch-Anti-glare-Graphics-15s-eq2084AU/dp/B0CRDZVKNK/ref=sr_1_20?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.a8TAdB2n3XSbwR9h-VNoU8Y5MwJ_-gblDJDdkF3FvbNNsj1mwI_gaWdl2C3UKX3t2Z1FS-dHApGpzjtA621HXlBvYNonkZi90Np2IZpp8W9f0bs46QbY12s9FOd2qWsPerqvirFMpTO4lBL1zTGgiBDopB99Eq8Ca5TO3mGHK4SarGgdad90rvEOVxWFux8pT4BFLKbhcsCSjQuNy6ApKwuwU47nAQvNV-d8gSFzNiM.YycVzi64SfUD5S8bIj6ow_nqo70atYleqHyAHC6aqnk&dib_tag=se&keywords=laptop&qid=1784212528&sprefix=lapt%2Caps%2C337&sr=8-20
"ASUS Vivobook Go 15 (2026),AMD Ryzen 5 7520U,AMD Radeon iGPU,16GB RAM,512GB SSD,FHD,15.6""(39.6 cm),Windows 11 Home,M365 Basic(1Y),Office 2024,Mixed Black,1.63 Kg,E1504FA-BQ2490WS,Thin & Light Laptop","54,990",https://www.amazon.in/ASUS-Vivobook-Radeon-Windows-E1504FA-BQ2490WS/dp/B0BTCZZN5N/ref=sr_1_41?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw&dib_tag=se&keywords=laptop&qid=1784212533&sprefix=lapt%2Caps%2C337&sr=8-41
"Acer Smartchoice Aspire One, AMD Ryzen 3-7320U, 8GB LPDDR5 RAM/ 512GB SSD, 14.0""/35.56cm TN HD Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop","46,990",https://www.amazon.in/Acer-Smartchoice-3-7320U-35-56cm-A114-43/dp/B0GYRGV13D/ref=sr_1_42?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw&dib_tag=se&keywords=laptop&qid=1784212533&sprefix=lapt%2Caps%2C337&sr=8-42
"Primebook 2 Max (2026) | 8GB RAM, 256GB UFS Storage | 15.6-Inch Full HD IPS Display | 12hrs Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI (Gray)","29,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MzE1Nzc0NjEyMDQwODA6MTc4NDIxMjUzMzpzcF9tdGY6MzAwNzA2MzkyMDEwMDMyOjowOjo&url=%2FPrimebook-Storage-15-6-Inch-MediaTek-Keyboard%2Fdp%2FB0FFMQB3KL%2Fref%3Dsr_1_43_sspa%3Fcrid%3D2RKOOCZHIKESC%26dib%3DeyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1784212533%26sprefix%3Dlapt%252Caps%252C337%26sr%3D8-43-spons%26aref%3DzUANlRM61Y%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=zUANlRM61Y&sp_cr=ZAZ
"Lenovo IdeaPad Slim 5, AMD Ryzen 5 7535HS, 16GB RAM, 512GB SSD, WUXGA IPS, 13.3""/33.7cm, Windows 11, Microsoft 365 Basic + Office 2024, Grey, 1.6Kg, Backlit KB, 1Yr ADP Free, 83J2004HIN, Laptop","71,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MzE1Nzc0NjEyMDQwODA6MTc4NDIxMjUzMzpzcF9tdGY6MzAwOTY4MDM2NzA5MTMyOjowOjo&url=%2FLenovo-IdeaPad-Microsoft-Keyboard-83J2004HIN%2Fdp%2FB0FFB6ZZ7F%2Fref%3Dsr_1_44_sspa%3Fcrid%3D2RKOOCZHIKESC%26dib%3DeyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1784212533%26sprefix%3Dlapt%252Caps%252C337%26sr%3D8-44-spons%26aref%3DJVWuHToPUc%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=JVWuHToPUc&sp_cr=ZAZ
"Acer TravelLite TL05 Smart Laptop | AMD Ryzen 7 7730U | 16GB RAM | 512GB SSD | Radeon Graphics | 15.6"" FHD | Windows 11 + MS Office 2024 Lifetime | 3 Years Warranty | Black","59,999",https://www.amazon.in/Acer-TravelLite-TL05-Graphics-Lifetime/dp/B0GZVYV1LT/ref=sr_1_45?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw&dib_tag=se&keywords=laptop&qid=1784212533&sprefix=lapt%2Caps%2C337&sr=8-45
"Acer Chromebook, Intel Celeron- N4500 Processor, 4GB LPDDR4 RAM, 64GB eMMC, 29.46cm /11.6"" inch HD Display, Chrome OS, Intel UHD Graphics,WiFi 5, Black, 1.2 KG, CO731, Thin & Light Laptop","21,990",https://www.amazon.in/Acer-Chromebook-Celeron-Processor-CO731/dp/B0H6MJBCHN/ref=sr_1_46?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw&dib_tag=se&keywords=laptop&qid=1784212533&sprefix=lapt%2Caps%2C337&sr=8-46
"HP Professional 14 (2026) Thin & Light Laptop – Intel Core 5-120U, 16GB RAM, 512GB SSD, 14"" FHD Display, Windows 11 Pro, Backlit Keyboard, Fingerprint Sensor, MSO 2024, Turbo Silver, 1.4 Kg","66,839",https://www.amazon.in/HP-Professional-Thin-Light-Laptop/dp/B0GTW23W8S/ref=sr_1_47?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw&dib_tag=se&keywords=laptop&qid=1784212533&sprefix=lapt%2Caps%2C337&sr=8-47
"HP Omen, AMD Ryzen AI 7 350, 8GB RTX 5050, 24GB DDR5(Upgradeable) 1TB SSD, 165Hz, 2k WUXGA, 3ms, 400 nits, 16'(40.6cm) Win11, M365* Office24, Black, 2.44kg, ap0165AX, RGB, AI Gaming Laptop","1,45,990",https://www.amazon.in/HP-Upgradeable-40-6cm-Office24-ap0165AX/dp/B0FDKPV57Y/ref=sr_1_48?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw&dib_tag=se&keywords=laptop&qid=1784212533&sprefix=lapt%2Caps%2C337&sr=8-48
"HP 15 Smartchoice, Intel Core Ultra 5 125H, 12 Tops (16GB DDR5, 512GB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365(1yr)* Office24, Silver, 1.65kg, fd1254TU, FHD Camera w/Shutter, AI Powered Laptop","69,990",https://www.amazon.in/HP-Office24-fd1254TU-Graphics-Shutter/dp/B0F5B2X1SD/ref=sr_1_49?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw&dib_tag=se&keywords=laptop&qid=1784212533&sprefix=lapt%2Caps%2C337&sr=8-49
"Lenovo ThinkPad E14, Intel Core Ultra 5 225U, 16GB RAM, 512GB SSD, WUXGA IPS 14”(35.56cm), Win 11 Pro, Black, 1.34Kg, 21SX007UIG, Fingerprint, Backlit, 300 Nits, 3Y Premier Warranty, AI Powered Laptop","1,22,990",https://www.amazon.in/Lenovo-ThinkPad-21SX007UIG-Fingerprint-Warranty/dp/B0G3VGYR31/ref=sr_1_50?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw&dib_tag=se&keywords=laptop&qid=1784212533&sprefix=lapt%2Caps%2C337&sr=8-50
"𝗗𝗲𝗹𝗹Laptop ModeI 5420 Laptop | InteI Core i5 11th Gen | 8GB DDR4 RAM | 256GB SSD | 14"" Full HD Display | Win 10 Pro | InteI UHD Graphics 620 | Seller Warranty | A+ Condition (Refab)","37,000",https://www.amazon.in/%F0%9D%97%97%F0%9D%97%B2%F0%9D%97%B9%F0%9D%97%B9Laptop-5420-Graphics-Warranty-Condition/dp/B0H5W6CZW6/ref=sr_1_21?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.a8TAdB2n3XSbwR9h-VNoU8Y5MwJ_-gblDJDdkF3FvbNNsj1mwI_gaWdl2C3UKX3t2Z1FS-dHApGpzjtA621HXlBvYNonkZi90Np2IZpp8W9f0bs46QbY12s9FOd2qWsPerqvirFMpTO4lBL1zTGgiBDopB99Eq8Ca5TO3mGHK4SarGgdad90rvEOVxWFux8pT4BFLKbhcsCSjQuNy6ApKwuwU47nAQvNV-d8gSFzNiM.YycVzi64SfUD5S8bIj6ow_nqo70atYleqHyAHC6aqnk&dib_tag=se&keywords=laptop&qid=1784212528&sprefix=lapt%2Caps%2C337&sr=8-21
"HP 15, AMD Ryzen 5 7520U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr), Offic24, Silver,1.59kg, fc0806AU, FHD Camera w/Privacy Shutter, Backlit Laptop","60,990",https://www.amazon.in/HP-Anti-Glare-Micro-Edge-Offic24-fc0806AU/dp/B0GTVDH4G2/ref=sr_1_51?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw&dib_tag=se&keywords=laptop&qid=1784212533&sprefix=lapt%2Caps%2C337&sr=8-51
Lenovo ThinkPad X13 AI PC Intel Core Ultra 7 155U | Copilot Key | 32GB RAM | 1TB SSD | 13.3” WUXGA IPS 300 Nits | Win 11 Pro | Backlit | Fingerprint | 1.12 kg | 3Y Premier Support | Black– 21LUS07C00,"2,75,000",https://www.amazon.in/Lenovo-ThinkPad-Copilot-Fingerprint-21LUS07C00/dp/B0FDQXPD1Q/ref=sr_1_52?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw&dib_tag=se&keywords=laptop&qid=1784212533&sprefix=lapt%2Caps%2C337&sr=8-52
"Lenovo IdeaPad Slim 3 Intel Core Ultra 5 322 Next-Gen AI PC (16GB RAM/512GB SSD/15.3"" (38.8cm)/WUXGA IPS/Copilot+ PC/Windows 11/MSO 365 Basic+Office 2024/Backlit Keyboard/Grey/1.6Kg), 83UR009QIN","1,09,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MzE1Nzc0NjEyMDQwODA6MTc4NDIxMjUzMzpzcF9idGY6MzAxMTM1MjcxNDA2MDMyOjowOjo&url=%2FLenovo-IdeaPad-Next-Gen-Keyboard-83UR009QIN%2Fdp%2FB0H3PV7418%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2RKOOCZHIKESC%26dib%3DeyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1784212533%26sprefix%3Dlapt%252Caps%252C337%26sr%3D8-53-spons%26aref%3DcvZ313pZRy%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=cvZ313pZRy&sp_cr=ZAZ
"Primebook 2 Pro (2026) | 8GB RAM, 128GB UFS Storage | 14.1-Inch FHD IPS Display | 14 Hours Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI (Gray)","26,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MzE1Nzc0NjEyMDQwODA6MTc4NDIxMjUzMzpzcF9idGY6MzAwNzA2MzkyMDEwMTMyOjowOjo&url=%2FPrimebook-Storage-14-1-Inch-MediaTek-Keyboard%2Fdp%2FB0FFM8M9B5%2Fref%3Dsr_1_54_sspa%3Fcrid%3D2RKOOCZHIKESC%26dib%3DeyJ2IjoiMSJ9.8gIgBjW_BG4_kixOzc3vT0ozFzUQG8azg5iDAz3eRZ1laMXU-2q1t5wXUUE_nJCGUmZ9Rh4gIOnowR4h4fORBQuM9Ba1mZOdTpeKPH2tbUXgBxg8xZMpZwb3CxJWsdu47zzPzFCC613pjOiomyZgnIJt2yf-Qp712JcHT5jM_cfQ46gBhxWpJzAVEan9nBPwH0QAqPTxv_K2YFyTHdiLvX7YT-Ce53wwIg-G_xk8N0o.iR5i0Wehelqnq9TQLf-3hqgfnhmmzJPkbXzy2uxRkpw%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1784212533%26sprefix%3Dlapt%252Caps%252C337%26sr%3D8-54-spons%26aref%3DNLGjhb5MHj%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=NLGjhb5MHj&sp_cr=ZAZ
"Lenovo IdeaPad Slim 3, 13th Gen Intel Core i5 13420H, 24GB RAM, 1TB SSD, WUXGA IPS, 15.3""/38.8cm, Windows 11, Office Home 2024, Grey, 1.6Kg, Backlit Keyboard, 1Yr ADP Free, 83K100PLIN, Laptop","77,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODg0NjY1MDMxNTM3MTM4OjE3ODQyMTI1Mzg6c3BfYXRmX25leHQ6MzAwNjg4NTUyNzcyNzMyOjowOjo&url=%2FLenovo-IdeaPad-i5-13420H-Keyboard-83K100PLIN%2Fdp%2FB0FCY7BTCX%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2RKOOCZHIKESC%26dib%3DeyJ2IjoiMSJ9.KU5t3djZgKgS89pM9X9V5EBb5-H5H6AOvS5YsAlzE1TGyeWk_R2LJp3WXl6rwigHALYC9gKxSgRUy6GVVYXvLFq_K5MvPMkbCLr_sUgWtMW4lGly8RUzFktMxyLAoEcjHzdErB0DJ9R0MKjSkKHj1oTFrc1lKYz_tQcxjXSZk1QSd_0rbdfRjAD6VCGDmlQM6FlDJM3pzCPqtkqcA8iHcGxqMVy3D2SsUNRgc3JWsdo.9_TELuuvJnicvi7yBpci9iADXRVbqtsd-T4Wds9Edro%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1784212537%26sprefix%3Dlapt%252Caps%252C337%26sr%3D8-49-spons%26aref%3DuVVSyxdP3f%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=uVVSyxdP3f&sp_cr=ZAZ
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7 13620H, 16GB RAM, 512GB SSD, WUXGA IPS, 15.3""/38.8cm, Win 11, Office 2024, Top Metal Cover Grey, 1.6Kg, 83K100CJIN/S1IN, Backlit KB, Laptop","81,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODg0NjY1MDMxNTM3MTM4OjE3ODQyMTI1Mzg6c3BfYXRmX25leHQ6MzAwNTM0OTM1MDczNDMyOjowOjo&url=%2FLenovo-Smartchoice-I7-13620H-Keyboard-83K100CJIN%2Fdp%2FB0F2162VGQ%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2RKOOCZHIKESC%26dib%3DeyJ2IjoiMSJ9.KU5t3djZgKgS89pM9X9V5EBb5-H5H6AOvS5YsAlzE1TGyeWk_R2LJp3WXl6rwigHALYC9gKxSgRUy6GVVYXvLFq_K5MvPMkbCLr_sUgWtMW4lGly8RUzFktMxyLAoEcjHzdErB0DJ9R0MKjSkKHj1oTFrc1lKYz_tQcxjXSZk1QSd_0rbdfRjAD6VCGDmlQM6FlDJM3pzCPqtkqcA8iHcGxqMVy3D2SsUNRgc3JWsdo.9_TELuuvJnicvi7yBpci9iADXRVbqtsd-T4Wds9Edro%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1784212537%26sprefix%3Dlapt%252Caps%252C337%26sr%3D8-50-spons%26aref%3DKkFwhIhGgG%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=KkFwhIhGgG&sp_cr=ZAZ
"acer Aspire 3, Intel Pentium N6000, 12GB LPDDR4X RAM, 512GB SSD, HD, 15.6""/39.62cm, Windows 11 Home, Pure Silver, 1.5KG, A325-45, Thin and Light Laptop","39,890",https://www.amazon.in/Pentium-LPDDR4X-39-62cm-Windows-A325-45/dp/B0GLXWY8ZX/ref=sr_1_51?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.KU5t3djZgKgS89pM9X9V5EBb5-H5H6AOvS5YsAlzE1TGyeWk_R2LJp3WXl6rwigHALYC9gKxSgRUy6GVVYXvLFq_K5MvPMkbCLr_sUgWtMW4lGly8RUzFktMxyLAoEcjHzdErB0DJ9R0MKjSkKHj1oTFrc1lKYz_tQcxjXSZk1QSd_0rbdfRjAD6VCGDmlQM6FlDJM3pzCPqtkqcA8iHcGxqMVy3D2SsUNRgc3JWsdo.9_TELuuvJnicvi7yBpci9iADXRVbqtsd-T4Wds9Edro&dib_tag=se&keywords=laptop&qid=1784212537&sprefix=lapt%2Caps%2C337&sr=8-51
"ASUS Vivobook 14 (2025), (i5-14th Gen) Intel Core 5 120U, 8GB RAM, 512GB SSD, FHD, 14"", (35.5 cm), Win11, M365 Basic(1 Year)* Office 24, Silver, 1.4 Kg, X1404VAP-EB1521WS, Thin & Light Laptop","58,990",https://www.amazon.in/ASUS-Vivobook-Windows-Office-X1404VAP-EB1521WS/dp/B0GCD4B93P/ref=sr_1_52?crid=2RKOOCZHIKESC&dib=eyJ2IjoiMSJ9.KU5t3djZgKgS89pM9X9V5EBb5-H5H6AOvS5YsAlzE1TGyeWk_R2LJp3WXl6rwigHALYC9gKxSgRUy6GVVYXvLFq_K5MvPMkbCLr_sUgWtMW4lGly8RUzFktMxyLAoEcjHzdErB0DJ9R0MKjSkKHj1oTFrc1lKYz_tQcxjXSZk1QSd_0rbdfRjAD6VCGDmlQM6FlDJM3pzCPqtkqcA8iHcGxqMVy3D2SsUNRgc3JWsdo.9_TELuuvJnicvi7yBpci9iADXRVbqtsd-T4Wds9Edro&dib_tag=se&keywords=laptop&qid=1784212537&sprefix=lapt%2Caps%2C337&sr=8-52
